numero,texte,signataire,organe,dispositif,seance,sort,discussion_commune,discussion_identique,libelleAbrev,cr,url_seance,dispositif_plaintext,scrutin_pred
53,PIONANR5L16BTC2383,PA794322,PO800520,"<p style=""text-align: justify;"">&#x00C0; l&#x2019;alin&#x00E9;a&nbsp;3, substituer aux mots&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;uniquement agr&#x00E9;&#x00E9;es&nbsp;&#x00BB;&nbsp;</p><p style=""text-align: justify;"">les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;agr&#x00E9;&#x00E9;es uniquement&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28182,Tombé,,,RN,CRSANR5L16S2024O1N160,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N160,"À l’alinéa 3, substituer aux mots : « uniquement agréées » les mots :« agréées uniquement ».",
62,PIONANR5L16BTC2383,PA793254,PO800520,"<p style=""text-align: justify;"">I.&nbsp;&#x2013;&nbsp;Le II de l&#x2019;article&nbsp;1407 du code g&#x00E9;n&#x00E9;ral des imp&#x00F4;ts est compl&#x00E9;t&#x00E9; par un 6&#x00B0;&nbsp;ainsi r&#x00E9;dig&#x00E9;&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;6&#x00B0;&nbsp;Les locaux des associations agr&#x00E9;&#x00E9;es de s&#x00E9;curit&#x00E9; civile.&nbsp;&#x00BB;</p><p style=""text-align: justify;"">II.&nbsp;&#x2013;&nbsp;La perte de recettes pour les collectivit&#x00E9;s territoriales est compens&#x00E9;e &#x00E0; due concurrence par la majoration de la dotation globale de fonctionnement et, corr&#x00E9;lativement pour l&#x2019;&#x00C9;tat, par la cr&#x00E9;ation d&#x2019;une taxe additionnelle &#x00E0; l&#x2019;accise sur les tabacs pr&#x00E9;vue au chapitre&nbsp;IV du titre&nbsp;I<sup>er</sup> du livre&nbsp;III du code des impositions sur les biens et services.<br><br></p>",RUANR5L16S2024IDS28182,Rejeté,,,RN,CRSANR5L16S2024O1N160,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N160,"I. – Le II de l’article 1407 du code général des impôts est complété par un 6° ainsi rédigé :« 6° Les locaux des associations agréées de sécurité civile. »II. – La perte de recettes pour les collectivités territoriales est compensée à due concurrence par la majoration de la dotation globale de fonctionnement et, corrélativement pour l’État, par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",
43,PIONANR5L16BTC2383,PA794322,PO800520,"<p style=""text-align: justify;"">I.&nbsp;&#x2013;&nbsp;&#x00C0; l&#x2019;alin&#x00E9;a&nbsp;2, apr&#x00E8;s le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;b&#x00E9;n&#x00E9;vole&nbsp;&#x00BB;</p><p style=""text-align: justify;"">ins&#x00E9;rer les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;, continu ou non,&nbsp;&#x00BB;.</p><p style=""text-align: justify;"">II.&nbsp;&#x2013;&nbsp;En cons&#x00E9;quence, &#x00E0; l&#x2019;alin&#x00E9;a&nbsp;3, apr&#x00E8;s le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;engagement&nbsp;&#x00BB;</p><p style=""text-align: justify;"">proc&#x00E9;der &#x00E0; la m&#x00EA;me insertion.</p>",RUANR5L16S2024IDS28182,Rejeté,,,RN,CRSANR5L16S2024O1N160,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N160,"I. – À l’alinéa 2, après le mot :« bénévole »insérer les mots :« , continu ou non, ».II. – En conséquence, à l’alinéa 3, après le mot :« engagement »procéder à la même insertion.",
55,PIONANR5L16BTC2383,PA794322,PO800520,"<p style=""text-align: justify;"">&#x00C0; l&#x2019;alin&#x00E9;a&nbsp;12, substituer au mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;seulement&nbsp;&#x00BB;&nbsp;</p><p style=""text-align: justify;"">le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;uniquement&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28182,Tombé,,,RN,CRSANR5L16S2024O1N160,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N160,"À l’alinéa 12, substituer au mot :« seulement » le mot :« uniquement ».",
48 (Rect),PIONANR5L16BTC2383,PA794322,PO800520,"<p style=""text-align: justify;"">&#x00C0; titre exp&#x00E9;rimental et pour une dur&#x00E9;e de cinq ans, les coll&#x00E8;ges, lyc&#x00E9;es et centres de formation d&#x2019;apprentis mentionn&#x00E9;s aux titres II et III du livre IV du code de l&#x2019;&#x00E9;ducation ainsi que les &#x00E9;tablissements d&#x2019;enseignement sup&#x00E9;rieur au sens du livre VII du m&#x00EA;me code peuvent conclure avec des associations agr&#x00E9;&#x00E9;es en application de l&#x2019;article L.&nbsp;725&#x2011;1&nbsp;du code de la s&#x00E9;curit&#x00E9; int&#x00E9;rieure&nbsp;une convention afin de pr&#x00E9;ciser les conditions dans lesquelles les missions de ces derni&#x00E8;res sont valoris&#x00E9;es aupr&#x00E8;s des personnels et des usagers.</p>",RUANR5L16S2024IDS28182,Rejeté,,,RN,CRSANR5L16S2024O1N160,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N160,"À titre expérimental et pour une durée de cinq ans, les collèges, lycées et centres de formation d’apprentis mentionnés aux titres II et III du livre IV du code de l’éducation ainsi que les établissements d’enseignement supérieur au sens du livre VII du même code peuvent conclure avec des associations agréées en application de l’article L. 725‑1 du code de la sécurité intérieure une convention afin de préciser les conditions dans lesquelles les missions de ces dernières sont valorisées auprès des personnels et des usagers.",
49,PIONANR5L16BTC2383,PA794322,PO800520,"<p style=""text-align: justify;"">Compl&#x00E9;ter l&#x2019;alin&#x00E9;a&nbsp;2&nbsp;par les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;durant le temps de travail&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28182,Rejeté,,,RN,CRSANR5L16S2024O1N160,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N160,Compléter l’alinéa 2 par les mots :« durant le temps de travail ».,
26,PIONANR5L16BTC0453,PA794638,PO800520,"<p style=""text-align: justify;"">Compl&#233;ter cet article par l&#8217;alin&#233;a suivant&#160;:</p><p style=""text-align: justify;"">&#171;&#160;V.&#160;&#8211;&#160;D&#232;s le changement de r&#233;gime des institutions repr&#233;sentatives du personnel, tel qu&#8217;il est d&#233;fini et induit par la pr&#233;sente loi, les comit&#233;s techniques ainsi que les comit&#233;s d&#8217;hygi&#232;ne, de s&#233;curit&#233; et des conditions de travail remettent un rapport aux comit&#233;s sociaux et &#233;conomiques, rendant compte de l&#8217;&#233;tat de leur situation budg&#233;taire.&#160;&#187;</p>",RUANR5L16S2023IDS26547,Rejeté,,,RN,CRSANR5L16S2023O1N051,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N051,"Compléter cet article par l’alinéa suivant :« V. – Dès le changement de régime des institutions représentatives du personnel, tel qu’il est défini et induit par la présente loi, les comités techniques ainsi que les comités d’hygiène, de sécurité et des conditions de travail remettent un rapport aux comités sociaux et économiques, rendant compte de l’état de leur situation budgétaire. »",
23,PIONANR5L16BTC0453,PA794638,PO800520,"<p style=""text-align: justify;"">Apr&#232;s le mot&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;vigueur&#160;&#187;</p><p style=""text-align: justify;"">r&#233;diger ainsi la fin de l&#8217;alin&#233;a&#160;14&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;le 31 d&#233;cembre 2024.&#160;&#187;</p>",RUANR5L16S2023IDS26547,Rejeté,,,RN,CRSANR5L16S2023O1N051,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N051,Après le mot : « vigueur »rédiger ainsi la fin de l’alinéa 14 : « le 31 décembre 2024. »,
24,PIONANR5L16BTC0453,PA794638,PO800520,"<p>Apr&#232;s le mot&#160;:</p><p>&#171;&#160;prorog&#233;s&#160;&#187;,</p><p>r&#233;diger ainsi la fin de l&#8217;alin&#233;a&#160;1&#160;:&#160;</p><p>&#171;&#160;jusqu&#8217;au 31 d&#233;cembre 2024.&#160;&#187;</p>",RUANR5L16S2023IDS26547,Rejeté,,,RN,CRSANR5L16S2023O1N051,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N051,"Après le mot :« prorogés »,rédiger ainsi la fin de l’alinéa 1 : « jusqu’au 31 décembre 2024. »",
25,PIONANR5L16BTC0453,PA794638,PO800520,"<p style=""text-align: justify;"">Compl&#233;ter cet article par l&#8217;alin&#233;a suivant&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;V.&#160;&#8211;&#160;D&#232;s le changement de r&#233;gime des institutions repr&#233;sentatives du personnel, tel qu&#8217;il est d&#233;fini et induit par la pr&#233;sente loi, le conseil d&#8217;orientation et de gestion des activit&#233;s sociales remet un rapport aux comit&#233;s sociaux et &#233;conomiques nouvellement en vigueur, leur pr&#233;cisant sa situation budg&#233;taire.&#160;&#187;</p>",RUANR5L16S2023IDS26547,Rejeté,,,RN,CRSANR5L16S2023O1N051,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N051,"Compléter cet article par l’alinéa suivant : « V. – Dès le changement de régime des institutions représentatives du personnel, tel qu’il est défini et induit par la présente loi, le conseil d’orientation et de gestion des activités sociales remet un rapport aux comités sociaux et économiques nouvellement en vigueur, leur précisant sa situation budgétaire. »",
35,PIONANR5L16BTC2343,PA795778,PO800520,"<p style=""text-align: justify;"">Dans un d&#x00E9;lai d&#x2019;un an &#x00E0; compter de la promulgation de la pr&#x00E9;sente loi, le Gouvernement remet au Parlement un rapport sur les liens entre la corruption et les ing&#x00E9;rences &#x00E9;trang&#x00E8;res.</p>",RUANR5L16S2024IDS28181,Rejeté,,,RN,CRSANR5L16S2024O1N159,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N159,"Dans un délai d’un an à compter de la promulgation de la présente loi, le Gouvernement remet au Parlement un rapport sur les liens entre la corruption et les ingérences étrangères.",
30,PIONANR5L16BTC2343,PA795778,PO800520,"<p style=""text-align: justify;"">Au&nbsp;d&#x00E9;but du chapitre I<sup>er</sup> du titre I<sup>er</sup> du livre IV du code p&#x00E9;nal est ajout&#x00E9;e une section 1 A ainsi r&#x00E9;dig&#x00E9;e&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;<i>Section 1 A</i></p><p style=""text-align: justify;""><i>&#x00AB;&nbsp;<b>Des actes d&#x2019;ing&#x00E9;rence &#x00E9;trang&#x00E8;re</b></i></p><p style=""text-align: justify;"">&#x00AB;&nbsp;<i>Art.&nbsp;411&#x2011;1&#x2011;1</i>. &#x2013; L&#x2019;intervention d&#x00E9;lib&#x00E9;r&#x00E9;e d&#x2019;une personne physique ou morale &#x00E9;trang&#x00E8;re visant &#x00E0; porter atteinte aux int&#x00E9;r&#x00EA;ts fondamentaux de la Nation, &#x00E0; la s&#x00E9;curit&#x00E9; &#x00E9;conomique, aux syst&#x00E8;mes d&#x2019;information ou &#x00E0; la sinc&#x00E9;rit&#x00E9; des scrutins, est punie de sept ans d&#x2019;emprisonnement et de 100 000&nbsp;euros d&#x2019;amende.&nbsp;&#x00BB;</p>",RUANR5L16S2024IDS28181,Rejeté,,,RN,CRSANR5L16S2024O1N159,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N159,"Au début du chapitre Ier du titre Ier du livre IV du code pénal est ajoutée une section 1 A ainsi rédigée :« Section 1 A« Des actes d’ingérence étrangère« Art. 411‑1‑1. – L’intervention délibérée d’une personne physique ou morale étrangère visant à porter atteinte aux intérêts fondamentaux de la Nation, à la sécurité économique, aux systèmes d’information ou à la sincérité des scrutins, est punie de sept ans d’emprisonnement et de 100 000 euros d’amende. »",
33,PIONANR5L16BTC2343,PA795778,PO800520,"<p style=""text-align: justify;"">Dans un d&#x00E9;lai d&#x2019;un an &#x00E0; compter de la promulgation de la pr&#x00E9;sente loi, le Gouvernement remet au Parlement un rapport sur les moyens financiers et humains suppl&#x00E9;mentaires rendus n&#x00E9;cessaires par l&#x2019;extension des missions confi&#x00E9;es &#x00E0; la Haute Autorit&#x00E9; pour la transparence dans la vie publique au titre de la pr&#x00E9;vention des ing&#x00E9;rences &#x00E9;trang&#x00E8;res en France.</p>",RUANR5L16S2024IDS28182,Rejeté,,,RN,CRSANR5L16S2024O1N160,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N160,"Dans un délai d’un an à compter de la promulgation de la présente loi, le Gouvernement remet au Parlement un rapport sur les moyens financiers et humains supplémentaires rendus nécessaires par l’extension des missions confiées à la Haute Autorité pour la transparence dans la vie publique au titre de la prévention des ingérences étrangères en France.",
122,PIONANR5L16BTC2343,PA793904,PO800520,"<p style=""text-align: justify;"">Le Gouvernement remet au Parlement, dans un d&#x00E9;lai d&#x2019;un an &#x00E0; compter de la promulgation de la pr&#x00E9;sente loi, un rapport sur l&#x2019;impact des l&#x00E9;gislations extraterritoriales d&#x2019;&#x00C9;tats extra europ&#x00E9;ens sur la souverainet&#x00E9; fran&#x00E7;aise. Ce rapport &#x00E9;met des recommandations afin de pr&#x00E9;munir les int&#x00E9;r&#x00EA;ts de l&#x2019;&#x00C9;tat&nbsp;contre ces&nbsp;ing&#x00E9;rences.</p>",RUANR5L16S2024IDS28182,Rejeté,,,RN,CRSANR5L16S2024O1N160,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N160,"Le Gouvernement remet au Parlement, dans un délai d’un an à compter de la promulgation de la présente loi, un rapport sur l’impact des législations extraterritoriales d’États extra européens sur la souveraineté française. Ce rapport émet des recommandations afin de prémunir les intérêts de l’État contre ces ingérences.",
78,PIONANR5L16BTC2343,PA795778,PO800520,"<p style=""text-align: justify;"">&#x00C0; l&#x2019;alin&#x00E9;a&nbsp;15, apr&#x00E8;s le mot&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;morales&nbsp;&#x00BB;,&nbsp;</p><p style=""text-align: justify;"">ins&#x00E9;rer les mots&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;, et notamment les organisations non gouvernementales,&nbsp;&#x00BB;.&nbsp;</p>",RUANR5L16S2024IDS28180,Rejeté,,,RN,CRSANR5L16S2024O1N158,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N158,"À l’alinéa 15, après le mot : « morales », insérer les mots : « , et notamment les organisations non gouvernementales, ». ",VTANR5L16V3569
71,PIONANR5L16BTC2343,PA795778,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;14, ins&#x00E9;rer&nbsp;l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;1&#x00B0;&nbsp;<i>bis</i> Les organisations internationales&nbsp;;&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28180,Rejeté,,,RN,CRSANR5L16S2024O1N158,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N158,"Après l’alinéa 14, insérer l’alinéa suivant :« 1° bis Les organisations internationales ; ».",
61,PIONANR5L16BTC2343,PA794670,PO800520,"<p style=""text-align: justify;"">&#x00C0; la seconde phrase de l&#x2019;alin&#x00E9;a&nbsp;2, apr&#x00E8;s le mot&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;&#x00E9;trang&#x00E8;res,&nbsp;&#x00BB;,</p><p style=""text-align: justify;"">ins&#x00E9;rer les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;et des moyens compl&#x00E9;mentaires &#x00E0; ceux introduits par la loi n&#x00B0;&nbsp;&nbsp;du&nbsp;&nbsp;visant &#x00E0; pr&#x00E9;venir les ing&#x00E9;rences &#x00E9;trang&#x00E8;res en France permettant d&#x2019;y r&#x00E9;pondre&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28181,Rejeté,,,RN,CRSANR5L16S2024O1N159,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N159,"À la seconde phrase de l’alinéa 2, après le mot : « étrangères, »,insérer les mots :« et des moyens complémentaires à ceux introduits par la loi n°  du  visant à prévenir les ingérences étrangères en France permettant d’y répondre ».",
121,PIONANR5L16BTC2343,PA794598,PO800520,"<p style=""text-align: justify;"">Dans les six mois qui suivent la promulgation de la pr&#x00E9;sente proposition de loi, le Gouvernement remet un rapport au Parlement en vue d&#x2019;&#x00E9;valuer les risques d&#x2019;ing&#x00E9;rence &#x00E9;trang&#x00E8;re que constitue le recours &#x00E0; des entreprises &#x00E9;trang&#x00E8;res pour l&#x2019;h&#x00E9;bergement des donn&#x00E9;es num&#x00E9;riques des Fran&#x00E7;ais et de dresser un &#x00E9;tat des lieux de nos vuln&#x00E9;rabilit&#x00E9;s actuelles en la mati&#x00E8;re.</p>",RUANR5L16S2024IDS28182,Rejeté,,,RN,CRSANR5L16S2024O1N160,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N160,"Dans les six mois qui suivent la promulgation de la présente proposition de loi, le Gouvernement remet un rapport au Parlement en vue d’évaluer les risques d’ingérence étrangère que constitue le recours à des entreprises étrangères pour l’hébergement des données numériques des Français et de dresser un état des lieux de nos vulnérabilités actuelles en la matière.",VTANR5L16V3586
124,PIONANR5L16BTC2343,PA793904,PO800520,"<p style=""text-align: justify;"">L&#x2019;article&nbsp;323&#x2011;4&#x2011;1 du code p&#x00E9;nal est compl&#x00E9;t&#x00E9; par une phrase ainsi r&#x00E9;dig&#x00E9;e&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;Lorsque les infractions pr&#x00E9;vues aux articles 323&#x2011;1 &#x00E0; 323&#x2011;3&#x2011;1 sont des actes d&#x2019;ing&#x00E9;rences au sens du&nbsp;1&#x00B0;&nbsp;<i>bis</i>&nbsp;de l&#x2019;article L.&nbsp;562&#x2011;1&nbsp;du code mon&#x00E9;taire et financier,&nbsp;la peine est port&#x00E9;e &#x00E0; dix ans d&#x2019;emprisonnement et 300 000&nbsp;euros d&#x2019;amende.&nbsp;&#x00BB;</p>",RUANR5L16S2024IDS28181,Rejeté,,,RN,CRSANR5L16S2024O1N159,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N159,"L’article 323‑4‑1 du code pénal est complété par une phrase ainsi rédigée :« Lorsque les infractions prévues aux articles 323‑1 à 323‑3‑1 sont des actes d’ingérences au sens du 1° bis de l’article L. 562‑1 du code monétaire et financier, la peine est portée à dix ans d’emprisonnement et 300 000 euros d’amende. »",
63,PIONANR5L16BTC2343,PA795778,PO800520,"<p style=""text-align: justify;"">&#x00C0;&nbsp;l&#x2019;alin&#x00E9;a&nbsp;15, substituer aux mots&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;plus de la moiti&#x00E9;&nbsp;&#x00BB;</p><p style=""text-align: justify;"">les mots&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;tout ou partie&nbsp;&#x00BB;.&nbsp;</p>",RUANR5L16S2024IDS28180,Rejeté,,,RN,CRSANR5L16S2024O1N158,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N158,"À l’alinéa 15, substituer aux mots : « plus de la moitié »les mots : « tout ou partie ». ",VTANR5L16V3570
123,PIONANR5L16BTC2343,PA793904,PO800520,"<p style=""text-align: justify;"">&#x00C0; la seconde phrase de l&#x2019;alin&#x00E9;a&nbsp;2, apr&#x00E8;s le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;&#x00E9;trang&#x00E8;res&nbsp;&#x00BB;,</p><p style=""text-align: justify;"">ins&#x00E9;rer les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;notamment <i>via</i> des investissements &#x00E9;trangers&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28181,Rejeté,,,RN,CRSANR5L16S2024O1N159,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N159,"À la seconde phrase de l’alinéa 2, après le mot :« étrangères »,insérer les mots :« notamment via des investissements étrangers ».",
120,PIONANR5L16BTC2343,PA794598,PO800520,"<p style=""text-align: justify;"">Dans les six mois qui suivent la promulgation de la pr&#x00E9;sente proposition de loi, le Gouvernement remet un rapport au Parlement en vue d&#x2019;&#x00E9;valuer les risques d&#x2019;ing&#x00E9;rence &#x00E9;trang&#x00E8;re que constitue le recours &#x00E0; des cabinets de conseil priv&#x00E9;s dont le si&#x00E8;ge social n&#x2019;est pas en France.</p>",RUANR5L16S2024IDS28182,Rejeté,,,RN,CRSANR5L16S2024O1N160,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N160,"Dans les six mois qui suivent la promulgation de la présente proposition de loi, le Gouvernement remet un rapport au Parlement en vue d’évaluer les risques d’ingérence étrangère que constitue le recours à des cabinets de conseil privés dont le siège social n’est pas en France.",VTANR5L16V3585
62,PIONANR5L16BTC2343,PA794670,PO800520,"<p style=""text-align: justify;"">I.&nbsp;&#x2013;&nbsp;&#x00C0; l&#x2019;alin&#x00E9;a&nbsp;33, apr&#x00E8;s le mot&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;publique&nbsp;&#x00BB;&nbsp;;&nbsp;</p><p style=""text-align: justify;"">ins&#x00E9;rer les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;et de la Commission nationale de l&#x2019;informatique et des libert&#x00E9;s&nbsp;&#x00BB;.</p><p style=""text-align: justify;"">II.&nbsp;&#x2013;&nbsp;En cons&#x00E9;quence, &#x00E0; l&#x2019;alin&#x00E9;a&nbsp;45, proc&#x00E9;der &#x00E0; la m&#x00EA;me insertion.</p><p style=""text-align: justify;"">&nbsp;</p>",RUANR5L16S2024IDS28181,Retiré,,,RN,CRSANR5L16S2024O1N159,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N159,"I. – À l’alinéa 33, après le mot : « publique » ; insérer les mots :« et de la Commission nationale de l’informatique et des libertés ».II. – En conséquence, à l’alinéa 45, procéder à la même insertion. ",
31,PIONANR5L16BTC2343,PA795778,PO800520,"<p style=""text-align: justify;"">Au d&#x00E9;but du chapitre I<sup>er</sup> du titre I<sup>er</sup> du livre IV du code p&#x00E9;nal est ajout&#x00E9;e une section 1 A ainsi r&#x00E9;dig&#x00E9;e&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;<i>Section 1 A</i></p><p style=""text-align: justify;"">&#x00AB;<i>&nbsp;<b>Des actes d&#x2019;ing&#x00E9;rence &#x00E9;trang&#x00E8;re</b></i></p><p style=""text-align: justify;"">&#x00AB;&nbsp;<i>Art.&nbsp;411&#x2011;1-1</i>. &#x2013; L&#x2019;intervention d&#x00E9;lib&#x00E9;r&#x00E9;e d&#x2019;une personne physique ou morale fran&#x00E7;aise agissant pour le compte d&#x2019;une personne physique ou morale &#x00E9;trang&#x00E8;re, visant &#x00E0; porter atteinte aux int&#x00E9;r&#x00EA;ts fondamentaux de la Nation, &#x00E0; la s&#x00E9;curit&#x00E9; &#x00E9;conomique, aux syst&#x00E8;mes d&#x2019;information ou &#x00E0; la sinc&#x00E9;rit&#x00E9; des scrutins, est punie de sept ans d&#x2019;emprisonnement et de 100 000&nbsp;euros d&#x2019;amende.&nbsp;&#x00BB;</p>",RUANR5L16S2024IDS28181,Rejeté,,,RN,CRSANR5L16S2024O1N159,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N159,"Au début du chapitre Ier du titre Ier du livre IV du code pénal est ajoutée une section 1 A ainsi rédigée :« Section 1 A« Des actes d’ingérence étrangère« Art. 411‑1-1. – L’intervention délibérée d’une personne physique ou morale française agissant pour le compte d’une personne physique ou morale étrangère, visant à porter atteinte aux intérêts fondamentaux de la Nation, à la sécurité économique, aux systèmes d’information ou à la sincérité des scrutins, est punie de sept ans d’emprisonnement et de 100 000 euros d’amende. »",
2,PIONANR5L16BTC2343,PA721932,PO800520,"<p style=""text-align: justify;"">I.&nbsp;&#x2013;&nbsp;&#x00C0; l&#x2019;alin&#x00E9;a&nbsp;3, substituer &#x00E0; la seconde occurrence du mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;la&nbsp;&#x00BB;</p><p style=""text-align: justify;"">le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;sa&nbsp;&#x00BB;.</p><p style=""text-align: justify;"">II.&nbsp;&#x2013;&nbsp;En cons&#x00E9;quence, au m&#x00EA;me alin&#x00E9;a, substituer &#x00E0; la seconde occurrence du mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;aux&nbsp;&#x00BB;</p><p style=""text-align: justify;"">le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;&#x00E0; ses&nbsp;&#x00BB;.</p><p style=""text-align: justify;"">III.&nbsp;&#x2013;&nbsp;En cons&#x00E9;quence, au m&#x00EA;me alin&#x00E9;a, apr&#x00E8;s le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;scrutins&nbsp;&#x00BB;</p><p style=""text-align: justify;"">ins&#x00E9;rer le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;nationaux&nbsp;&#x00BB;.</p><p style=""text-align: justify;"">IV.&nbsp;&#x2013;&nbsp;En cons&#x00E9;quence, compl&#x00E9;ter ledit alin&#x00E9;a par les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;qui y a cours&nbsp;&#x00BB;.</p>",RUANR5L16S2024IDS28181,Tombé,,,RN,CRSANR5L16S2024O1N159,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2024O1N159,"I. – À l’alinéa 3, substituer à la seconde occurrence du mot :« la »le mot :« sa ».II. – En conséquence, au même alinéa, substituer à la seconde occurrence du mot :« aux »le mot :« à ses ».III. – En conséquence, au même alinéa, après le mot :« scrutins »insérer le mot :« nationaux ».IV. – En conséquence, compléter ledit alinéa par les mots :« qui y a cours ».",VTANR5L16V3577
