numero,texte,signataire,organe,dispositif,seance,sort,discussion_commune,discussion_identique,libelleAbrev,cr,url_seance,dispositif_plaintext,scrutin
1533 (Rect),PRJLANR5L16BTC0526,PA793852,PO800520,"<p style=""text-align: justify;"">Apr&#232;s la sixi&#232;me occurrence du mot&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;de&#160;&#187;,&#160;</p><p style=""text-align: justify;"">ins&#233;rer les mots&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;les v&#233;g&#233;taliser davantage ou de&#160;&#187;.</p>",RUANR5L16S2023IDS26601,Rejeté,,,RN,CRSANR5L16S2023O1N087,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N087,"Après la sixième occurrence du mot : « de », insérer les mots : « les végétaliser davantage ou de ».",
2631,PRJLANR5L16BTC0526,PA794770,PO800520,"<p style=""text-align: justify;"">Dans un d&#233;lai d&#8217;un an &#224; compter de la publication de la pr&#233;sente loi, le Gouvernement remet au Parlement un rapport &#233;valuant, pour ce qui a trait aux implantations d&#8217;&#233;oliennes dans les r&#233;gions frontali&#232;res de l&#8217;Espagne, les dispositions de Convention d&#8217;Espoo du 25&#160;f&#233;vrier&#160;1991 sur l&#8217;&#233;valuation de l&#8217;impact sur l&#8217;environnement dans un contexte&#160;transfrontalier.</p>",RUANR5L16S2023IDS26641,Rejeté,,,RN,CRSANR5L16S2023O1N104,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N104,"Dans un délai d’un an à compter de la publication de la présente loi, le Gouvernement remet au Parlement un rapport évaluant, pour ce qui a trait aux implantations d’éoliennes dans les régions frontalières de l’Espagne, les dispositions de Convention d’Espoo du 25 février 1991 sur l’évaluation de l’impact sur l’environnement dans un contexte transfrontalier.",
1147,PRJLANR5L16BTC0526,PA793852,PO800520,"<p style=""text-align: justify;"">Le Gouvernement remet au Parlement dans un d&#233;lai de six&#160;mois &#224; compter de la promulgation de la pr&#233;sente loi, un rapport sur les sites d&#8217;implantation possible pour une production d&#8217;&#233;lectricit&#233; ou de chauffage ou de froid gr&#226;ce &#224; la g&#233;othermie, que ce soit une g&#233;othermie profonde, basse &#233;nergie ou tr&#232;s basse &#233;nergie. Ce rapport propose dans les sites identifi&#233;s des solutions pour valoriser des fili&#232;res d&#8217;enseignement et de m&#233;tiers qui pourraient &#234;tre cr&#233;&#233;es ou sollicit&#233;es pour les mettre en &#339;uvre. Il s&#8217;attache notamment &#224; valoriser le potentiel g&#233;ologique&#160;de la France m&#233;tropolitaine et outre-mer, notamment dans les zones d&#8217;activit&#233;s volcaniques. Il &#233;tablit &#233;galement le potentiel de productivit&#233; d&#8217;une telle &#233;nergie, ses cons&#233;quences pour l&#8217;environnement et les conditions pour s&#233;curiser la production d&#8217;&#233;lectricit&#233; &#224; base de&#160;g&#233;othermie profonde afin d&#8217;&#233;viter de cr&#233;er des s&#233;ismes.</p>",RUANR5L16S2023IDS26641,Rejeté,,,RN,CRSANR5L16S2023O1N104,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N104,"Le Gouvernement remet au Parlement dans un délai de six mois à compter de la promulgation de la présente loi, un rapport sur les sites d’implantation possible pour une production d’électricité ou de chauffage ou de froid grâce à la géothermie, que ce soit une géothermie profonde, basse énergie ou très basse énergie. Ce rapport propose dans les sites identifiés des solutions pour valoriser des filières d’enseignement et de métiers qui pourraient être créées ou sollicitées pour les mettre en œuvre. Il s’attache notamment à valoriser le potentiel géologique de la France métropolitaine et outre-mer, notamment dans les zones d’activités volcaniques. Il établit également le potentiel de productivité d’une telle énergie, ses conséquences pour l’environnement et les conditions pour sécuriser la production d’électricité à base de géothermie profonde afin d’éviter de créer des séismes.",
1975,PRJLANR5L16BTC0526,PA793182,PO800520,"<p style=""text-align: justify;"">&#192; l&#8217;alin&#233;a&#160;17, apr&#232;s le mot&#160;:</p><p style=""text-align: justify;"">&#171;&#160;pas&#160;&#187;, </p><p style=""text-align: justify;"">ins&#233;rer le mot&#160;:</p><p style=""text-align: justify;"">&#160;&#171;&#160;enti&#232;rement&#160;&#187;.</p>",RUANR5L16S2023IDS26638,Rejeté,,,RN,CRSANR5L16S2023O1N100,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N100,"À l’alinéa 17, après le mot :« pas », insérer le mot : « entièrement ».",
678,PRJLANR5L16BTC0526,PA794718,PO800520,"<p style=""text-align: justify;"">Le chapitre I<sup>er</sup> du titre IV du livre V du code de l&#8217;environnement est ainsi modifi&#233;&#160;:</p><p style=""text-align: justify;"">1&#176;&#160;Apr&#232;s le septi&#232;me alin&#233;a de l&#8217;article L.&#160;541&#8209;1-1, il est ins&#233;r&#233;&#160;un alin&#233;a ainsi r&#233;dig&#233;&#160;:</p><p style=""text-align: justify;"">&#171;&#160;Coproduit&#160;: une mati&#232;re, intentionnelle et in&#233;vitable, cr&#233;&#233;e au cours du m&#234;me processus de&#160;fabrication et en m&#234;me temps que le produit principal. Le produit fini principal et le coproduit&#160;doivent tous les deux r&#233;pondre &#224; des sp&#233;cifications de caract&#233;ristiques, et chacun est apte &#224; &#234;tre&#160;utilis&#233; directement pour un usage particulier.&#160;&#187;</p><p style=""text-align: justify;"">2&#176;&#160;Au I de l&#8217;article L.&#160;541&#8209;39, apr&#232;s la premi&#232;re occurrence du mot&#160;: &#171;&#160;alimentaires,&#160;&#187; sont ins&#233;r&#233;s les&#160;mots&#160;: &#171;&#160;par des coproduits,&#160;&#187;.</p>",RUANR5L16S2023IDS26640,Rejeté,,,RN,CRSANR5L16S2023O1N102,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N102,"Le chapitre Ier du titre IV du livre V du code de l’environnement est ainsi modifié :1° Après le septième alinéa de l’article L. 541‑1-1, il est inséré un alinéa ainsi rédigé :« Coproduit : une matière, intentionnelle et inévitable, créée au cours du même processus de fabrication et en même temps que le produit principal. Le produit fini principal et le coproduit doivent tous les deux répondre à des spécifications de caractéristiques, et chacun est apte à être utilisé directement pour un usage particulier. »2° Au I de l’article L. 541‑39, après la première occurrence du mot : « alimentaires, » sont insérés les mots : « par des coproduits, ».",
755,PRJLANR5L16BTC0526,PA793852,PO800520,"<p style=""text-align: justify;"">D&#232;s le d&#233;p&#244;t de la demande environnementale, les services instructeurs veillent &#224; la pr&#233;sence d&#8217;une demande de d&#233;rogation en application de l&#8217;article L.&#160;411&#8209;2 du code de l&#8217;environnement, d&#232;s lors qu&#8217;il est &#233;tabli que le projet pr&#233;sente, apr&#232;s mesures d&#8217;&#233;vitement, un risque d&#8217;impact n&#233;gatif sur les esp&#232;ces prot&#233;g&#233;es. Ils d&#233;livrent, le cas &#233;ch&#233;ant, une injonction de pr&#233;senter une telle demande dans un d&#233;lai d&#8217;un mois, sous peine d&#8217;irrecevabilit&#233; de la demande d&#8217;autorisation environnementale.</p>",RUANR5L16S2023IDS26638,Rejeté,,,RN,CRSANR5L16S2023O1N100,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N100,"Dès le dépôt de la demande environnementale, les services instructeurs veillent à la présence d’une demande de dérogation en application de l’article L. 411‑2 du code de l’environnement, dès lors qu’il est établi que le projet présente, après mesures d’évitement, un risque d’impact négatif sur les espèces protégées. Ils délivrent, le cas échéant, une injonction de présenter une telle demande dans un délai d’un mois, sous peine d’irrecevabilité de la demande d’autorisation environnementale.",
1270,PRJLANR5L16BTC0526,PA794562,PO800520,"<p style=""text-align: justify;"">&#192; l&#8217;intitul&#233; du titre 1<sup>er</sup> A, substituer au mot&#160;:</p><p style=""text-align: justify;"">&#171;&#160;favoriser&#160;&#187;</p><p style=""text-align: justify;"">le mot&#160;:</p><p style=""text-align: justify;"">&#171;&#160;imposer&#160;&#187;.</p>",RUANR5L16S2023IDS26597,Rejeté,,,RN,CRSANR5L16S2023O1N082,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N082,"À l’intitulé du titre 1er A, substituer au mot :« favoriser »le mot :« imposer ».",
1535,PRJLANR5L16BTC0526,PA793852,PO800520,"<p style=""text-align: justify;"">Supprimer&#160;l&#8217;alin&#233;a&#160;3.</p>",RUANR5L16S2023IDS26606,Rejeté,,,RN,CRSANR5L16S2023O1N092,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N092,Supprimer l’alinéa 3.,
2755,PRJLANR5L16BTC0526,PA793238,PO800520,"<p style=""text-align: justify;"">I. &#8211; &#192; la premi&#232;re phrase de l&#8217;alin&#233;a&#160;12, substituer&#160;aux mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;peuvent &#234;tre&#160;&#187;,&#160;</p><p style=""text-align: justify;"">le mot&#160;:</p><p style=""text-align: justify;"">&#171;&#160;sont&#160;&#187;.</p><p style=""text-align: justify;"">II. &#8211; En cons&#233;quence, &#224; la m&#234;me phrase du m&#234;me alin&#233;a, apr&#232;s le mot&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;effectu&#233;s&#160;,&#187;</p><p style=""text-align: justify;"">ins&#233;rer les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;chaque ann&#233;e&#160;&#187;.&#160;</p>",RUANR5L16S2023IDS26619,Rejeté,,,RN,CRSANR5L16S2023O1N098,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N098,"I. – À la première phrase de l’alinéa 12, substituer aux mots :« peuvent être », le mot :« sont ».II. – En conséquence, à la même phrase du même alinéa, après le mot : « effectués ,»insérer les mots :« chaque année ». ",
1829,PRJLANR5L16BTC0526,PA793218,PO800520,"<p style=""text-align: justify;"">Dans un d&#233;lai de six mois &#224; compter de la promulgation de la pr&#233;sente loi, le Gouvernement remet au Parlement un rapport sur l&#8217;impact environnemental de l&#8217;extraction et de l&#8217;utilisation des minerais et de m&#233;taux strat&#233;giques n&#233;cessaires aux installations d&#8217;&#233;nergies renouvelables.</p>",RUANR5L16S2023IDS26641,Rejeté,,,RN,CRSANR5L16S2023O1N104,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N104,"Dans un délai de six mois à compter de la promulgation de la présente loi, le Gouvernement remet au Parlement un rapport sur l’impact environnemental de l’extraction et de l’utilisation des minerais et de métaux stratégiques nécessaires aux installations d’énergies renouvelables.",
1400,PRJLANR5L16BTC0526,PA794562,PO800520,"<p style=""text-align: justify;"">Compl&#233;ter cet article par&#160;les deux alin&#233;as suivants&#160;:</p><p style=""text-align: justify;"">&#171;&#160;<i>c)</i>&#160;Est ajout&#233;&#160;un alin&#233;a ainsi r&#233;dig&#233;&#160;:</p><p style=""text-align: justify;"">&#171;&#160;&#171;&#160;La proc&#233;dure des consultations pr&#233;alables du public doit se faire &#224; la fois par courrier d&#233;pos&#233; dans les bo&#238;tes aux lettres des administr&#233;s, par r&#233;union publique et par voie d&#233;mat&#233;rialis&#233;e &#224; l&#8217;initiative unique du conseil municipal.&#160;&#187;&#160;&#187;</p>",RUANR5L16S2023IDS26606,Rejeté,,,RN,CRSANR5L16S2023O1N092,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N092,"Compléter cet article par les deux alinéas suivants :« c) Est ajouté un alinéa ainsi rédigé :« « La procédure des consultations préalables du public doit se faire à la fois par courrier déposé dans les boîtes aux lettres des administrés, par réunion publique et par voie dématérialisée à l’initiative unique du conseil municipal. » »",
3014,PRJLANR5L16BTC0526,PA793374,PO800520,"<p style=""text-align: justify;"">Supprimer les alin&#233;as 27 &#224; 30.</p>",RUANR5L16S2023IDS26638,Rejeté,,,RN,CRSANR5L16S2023O1N100,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N100,Supprimer les alinéas 27 à 30.,
2745,PRJLANR5L16BTC0526,PA793238,PO800520,"<p style=""text-align: justify;"">Avant l&#8217;alin&#233;a&#160;1, ins&#233;rer l&#8217;alin&#233;a suivant&#160;:</p><p style=""text-align: justify;"">&#171;&#160;I A. &#8211; &#192; l&#8217;avant-dernier alin&#233;a de l&#8217;article&#160;20 de l&#8217;ordonnance n&#176;&#160;2016&#8209;1687 du 8 d&#233;cembre 2016 relative aux espaces maritimes relevant de la souverainet&#233; ou de la juridiction de la R&#233;publique fran&#231;aise, apr&#232;s la r&#233;f&#233;rence&#160;:&#160;&#171;&#160;L.&#160;219&#8209;9&#160;&#187;&#160;sont ins&#233;r&#233;s les mots&#160;:&#160;&#171;&#160;et avec les dispositions &#233;nonc&#233;es &#224; l&#8217;article&#160;181&#8209;2&#160;&#187;.&#160;&#187;</p><p style=""text-align: justify;"">&#160;</p>",RUANR5L16S2023IDS26619,Rejeté,,,RN,CRSANR5L16S2023O1N098,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N098,"Avant l’alinéa 1, insérer l’alinéa suivant :« I A. – À l’avant-dernier alinéa de l’article 20 de l’ordonnance n° 2016‑1687 du 8 décembre 2016 relative aux espaces maritimes relevant de la souveraineté ou de la juridiction de la République française, après la référence : « L. 219‑9 » sont insérés les mots : « et avec les dispositions énoncées à l’article 181‑2 ». » ",
1652,PRJLANR5L16BTC0526,PA795552,PO800520,"<p style=""text-align: justify;"">Aucune installation de production d&#8217;&#233;lectricit&#233; &#224; partir de l&#8217;&#233;nergie m&#233;canique du vent ne peut &#234;tre install&#233;e au sein ou dans le paysage d&#8217;un parc naturel r&#233;gional au sens de l&#8217;article L.&#160;333&#8209;1 du code de l&#8217;environnement.</p>",RUANR5L16S2023IDS26638,Rejeté,,,RN,CRSANR5L16S2023O1N100,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N100,Aucune installation de production d’électricité à partir de l’énergie mécanique du vent ne peut être installée au sein ou dans le paysage d’un parc naturel régional au sens de l’article L. 333‑1 du code de l’environnement.,
3080,PRJLANR5L16BTC0526,PA793852,PO800520,"<p style=""text-align: justify;"">&#192; la premi&#232;re phrase de l&#8217;alin&#233;a&#160;3, apr&#232;s le mot&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;paysages&#160;&#187;,</p><p style=""text-align: justify;"">ins&#233;rer les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;la sant&#233; humaine et animale&#160;&#187;.</p>",RUANR5L16S2023IDS26607,Rejeté,,,RN,CRSANR5L16S2023O1N093,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N093,"À la première phrase de l’alinéa 3, après le mot : « paysages »,insérer les mots :« la santé humaine et animale ».",
1395,PRJLANR5L16BTC0526,PA794562,PO800520,"<p style=""text-align: justify;"">Apr&#232;s l&#8217;alin&#233;a&#160;10, ins&#233;rer l&#8217;alin&#233;a suivant&#160;:</p><p style=""text-align: justify;"">&#171;&#160;8&#176;&#160;Elles excluent une commune ou une zone disposant d&#233;j&#224; d&#8217;un site de production d&#8217;&#233;nergies renouvelables ou bas carbone, dont la puissance fournie est deux fois sup&#233;rieure &#224; la puissance consomm&#233;e par les m&#233;nages, les entreprises et les administrations de cette m&#234;me commune ou de cette m&#234;me zone.&#160;&#187;</p>",RUANR5L16S2023IDS26603,Rejeté,,,RN,CRSANR5L16S2023O1N089,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N089,"Après l’alinéa 10, insérer l’alinéa suivant :« 8° Elles excluent une commune ou une zone disposant déjà d’un site de production d’énergies renouvelables ou bas carbone, dont la puissance fournie est deux fois supérieure à la puissance consommée par les ménages, les entreprises et les administrations de cette même commune ou de cette même zone. »",
555,PRJLANR5L16BTC0526,PA794314,PO800520,"<p style=""text-align: justify;"">Compl&#233;ter cet article par la phrase suivante&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;Cet observatoire&#160;est &#233;galement charg&#233; de dresser un &#233;tat des lieux de&#160;l&#8217;origine des mat&#233;riaux utilis&#233;s dans le d&#233;ploiement des sites de production d&#8217;&#233;nergies renouvelables.&#160;&#187;</p>",RUANR5L16S2023IDS26607,Tombé,,,RN,CRSANR5L16S2023O1N093,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N093,Compléter cet article par la phrase suivante : « Cet observatoire est également chargé de dresser un état des lieux de l’origine des matériaux utilisés dans le déploiement des sites de production d’énergies renouvelables. »,
49,PRJLANR5L16BTC0526,PA793254,PO800520,"<p style=""text-align: justify;"">Compl&#233;ter l'alin&#233;a 2 par&#160;la phrase suivante :</p><p>&#171;&#160;Les installations terrestres de production d&#8217;&#233;lectricit&#233; utilisant l&#8217;&#233;nergie m&#233;canique du vent dont la hauteur des m&#226;ts d&#233;passe 50 m&#232;tres ne peuvent &#234;tre implant&#233;es lorsqu&#8217;elles sont visibles depuis un site patrimonial remarquable mentionn&#233; &#224; l&#8217;article L.&#160;631&#8209;1 dudit code, ou visibles en m&#234;me temps que lui, et situ&#233;es dans un p&#233;rim&#232;tre de quinze kilom&#232;tres autour de ce site.&#160;&#187;</p><p>&#160;</p>",RUANR5L16S2023IDS26601,Rejeté,,,RN,CRSANR5L16S2023O1N087,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N087,"Compléter l'alinéa 2 par la phrase suivante :« Les installations terrestres de production d’électricité utilisant l’énergie mécanique du vent dont la hauteur des mâts dépasse 50 mètres ne peuvent être implantées lorsqu’elles sont visibles depuis un site patrimonial remarquable mentionné à l’article L. 631‑1 dudit code, ou visibles en même temps que lui, et situées dans un périmètre de quinze kilomètres autour de ce site. » ",
1595,PRJLANR5L16BTC0526,PA793852,PO800520,"<p style=""text-align: justify;"">&#160;</p><p style=""text-align: justify;"">Compl&#233;ter cet article par les mots&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;et afin d&#8217;&#233;tablir les zones dans lesquelles les r&#233;serves de biosph&#232;re sont particuli&#232;rement touch&#233;es pour ne pas implanter davantage de projets d&#8217;&#233;nergies pouvant&#160;les&#160;mettre &#224; mal.&#160;&#187;</p>",RUANR5L16S2023IDS26606,Tombé,,,RN,CRSANR5L16S2023O1N092,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N092, Compléter cet article par les mots : « et afin d’établir les zones dans lesquelles les réserves de biosphère sont particulièrement touchées pour ne pas implanter davantage de projets d’énergies pouvant les mettre à mal. »,
1804,PRJLANR5L16BTC0526,PA793218,PO800520,"<p style=""text-align: justify;"">&#192; l&#8217;alin&#233;a&#160;11, substituer au mot&#160;:</p><p style=""text-align: justify;"">&#171;&#160;peuvent&#160;&#187;,</p><p style=""text-align: justify;"">le mot&#160;:</p><p style=""text-align: justify;"">&#171;&#160;doivent&#160;&#187;.</p>",RUANR5L16S2023IDS26640,Non soutenu,,,RN,CRSANR5L16S2023O1N102,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N102,"À l’alinéa 11, substituer au mot :« peuvent »,le mot :« doivent ».",
592,PRJLANR5L16BTC0526,PA793852,PO800520,"<p>Le premier alin&#233;a de l&#8217;article L.&#160;121&#8209;8&#8209;1 du code de l&#8217;environnement est compl&#233;t&#233; par une phrase ainsi r&#233;dig&#233;e&#160;: &#171;&#160;Le public est notamment consult&#233; sur le choix de la localisation de la ou des zones potentielles d&#8217;implantation des installations envisag&#233;es et sur le choix de la technologie de moindre impact, flottante ou pos&#233;e. Une distance minimale de trente miles nautiques doit &#234;tre respect&#233;e par rapport au trait de c&#244;te.&#160;&#187;<br /><br /></p>",RUANR5L16S2023IDS26619,Rejeté,,,RN,CRSANR5L16S2023O1N098,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N098,"Le premier alinéa de l’article L. 121‑8‑1 du code de l’environnement est complété par une phrase ainsi rédigée : « Le public est notamment consulté sur le choix de la localisation de la ou des zones potentielles d’implantation des installations envisagées et sur le choix de la technologie de moindre impact, flottante ou posée. Une distance minimale de trente miles nautiques doit être respectée par rapport au trait de côte. »",
2699,PRJLANR5L16BTC0526,PA794522,PO800520,"<p style=""text-align: justify;"">&#192; la seconde phrase de l&#8217;alin&#233;a&#160;25, apr&#232;s le mot&#160;:</p><p style=""text-align: justify;"">&#171;&#160;public&#160;&#187;&#160;</p><p style=""text-align: justify;"">ins&#233;rer les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;, transmis &#224; chaque habitant de l&#8217;intercommunalit&#233; par voie postale,&#160;&#187;</p>",RUANR5L16S2023IDS26598,Tombé,,,RN,CRSANR5L16S2023O1N083,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N083,"À la seconde phrase de l’alinéa 25, après le mot :« public » insérer les mots :« , transmis à chaque habitant de l’intercommunalité par voie postale, »",
1795,PRJLANR5L16BTC0526,PA793218,PO800520,"<p style=""text-align: justify;"">&#192; l&#8217;alin&#233;a&#160;4, substituer au mot&#160;:</p><p style=""text-align: justify;"">&#171;&#160;dix&#160;&#187;</p><p style=""text-align: justify;"">le mot&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;cinq&#160;&#187;.</p>",RUANR5L16S2023IDS26618,Rejeté,,,RN,CRSANR5L16S2023O1N097,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N097,"À l’alinéa 4, substituer au mot :« dix »le mot : « cinq ».",
2754,PRJLANR5L16BTC0526,PA793238,PO800520,"<p style=""text-align: justify;"">Supprimer l'alin&#233;a 11.&#160;</p>",RUANR5L16S2023IDS26619,Rejeté,,,RN,CRSANR5L16S2023O1N098,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N098,Supprimer l'alinéa 11. ,
1325,PRJLANR5L16BTC0526,PA794894,PO800520,"<p style=""text-align: justify;"">L&#8217;article L.&#160;541&#8209;11&#8209;2 du code de&#160;l&#8217;environnement est ainsi r&#233;dig&#233;&#160;:</p><p style=""text-align: justify;""><i>&#171;&#160;Art.&#160;L.&#160;541&#8209;11&#8209;2.&#160;&#8211;&#160;</i>Le plan national de pr&#233;vention des d&#233;chets int&#232;gre la valorisation des d&#233;chets issus du bois. Il int&#232;gre les conditions dans lesquelles les d&#233;chets du bois peuvent &#234;tre exploit&#233;s&#160;sous forme de mati&#232;re premi&#232;re &#233;nerg&#233;tique.&#160;&#187;</p>",RUANR5L16S2023IDS26640,Rejeté,,,RN,CRSANR5L16S2023O1N102,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N102,L’article L. 541‑11‑2 du code de l’environnement est ainsi rédigé :« Art. L. 541‑11‑2. – Le plan national de prévention des déchets intègre la valorisation des déchets issus du bois. Il intègre les conditions dans lesquelles les déchets du bois peuvent être exploités sous forme de matière première énergétique. »,
2341,PRJLANR5L16BTC0526,PA793182,PO800520,"<p style=""text-align: justify;"">Apr&#232;s l&#8217;article L.&#160;571&#8209;8 du code de l&#8217;environnement, il est ins&#233;r&#233; un article L.&#160;571&#8209;8&#8209;1 ainsi r&#233;dig&#233;&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;<i>Art L.&#160;571&#8209;8&#8209;1.</i> &#8211;&#160;Les &#233;tudes acoustiques, dans le cadre de l&#8217;&#233;valuation environnementale des installations de production d&#8217;&#233;lectricit&#233; utilisant l&#8217;&#233;nergie m&#233;canique du vent, sont r&#233;alis&#233;es suivant la norme AFNOR NFS 31.010, dans le respect des articles R.&#160;1336&#8209;5 &#224; R.&#160;1336&#8209;7 du code de la sant&#233; publique.</p><p style=""text-align: justify;"">&#171;&#160;Elles prennent particuli&#232;rement en compte les pics de bruits. Un arr&#234;t&#233; du ministre charg&#233; de la sant&#233; pr&#233;cise les modalit&#233;s d&#8217;&#233;valuation des nuisances sonores.&#160;&#187;</p>",RUANR5L16S2023IDS26601,Rejeté,,,RN,CRSANR5L16S2023O1N087,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N087,"Après l’article L. 571‑8 du code de l’environnement, il est inséré un article L. 571‑8‑1 ainsi rédigé : « Art L. 571‑8‑1. – Les études acoustiques, dans le cadre de l’évaluation environnementale des installations de production d’électricité utilisant l’énergie mécanique du vent, sont réalisées suivant la norme AFNOR NFS 31.010, dans le respect des articles R. 1336‑5 à R. 1336‑7 du code de la santé publique.« Elles prennent particulièrement en compte les pics de bruits. Un arrêté du ministre chargé de la santé précise les modalités d’évaluation des nuisances sonores. »",
1013,PRJLANR5L16BTC0526,PA794718,PO800520,"<p style=""text-align: justify;"">Au d&#233;but de la section 4 du&#160;chapitre III du titre II du livre I<sup>er</sup> du code de l&#8217;environnement, est ajout&#233; un article L.&#160;123&#8209;19&#8209;8 A ainsi r&#233;dig&#233;&#160;:</p><p style=""text-align: justify;"">&#171;&#160;<i>Art.&#160;L.&#160;123&#8209;19&#8209;8 A.</i> &#8211; Il incombe aux communes, dont les citoyens ont pu se prononcer lors d&#8217;une participation publique effectu&#233;e en application du pr&#233;sent chapitre, d&#8217;organiser un r&#233;f&#233;rendum local sanctionnant l&#8217;autorisation du projet concern&#233;. Lorsque les citoyens de communes diff&#233;rentes doivent se prononcer sur le m&#234;me projet et qu&#8217;un rejet a &#233;t&#233; prononc&#233; par les citoyens de l&#8217;une d&#8217;entre elles, il s&#8217;impose.</p><p style=""text-align: justify;"">&#171;&#160;Sans pr&#233;judice de l&#8217;article L.O. 1112&#8209;6 du code g&#233;n&#233;ral des collectivit&#233;s territoriales, le projet est suspendu jusqu&#8217;&#224; ce que les citoyens de la commune aient pu se prononcer au cours d&#8217;un referendum local.</p><p style=""text-align: justify;"">&#171;&#160;Par d&#233;rogation &#224; l&#8217;article L.O. 1112&#8209;5 du m&#234;me code, les d&#233;penses li&#233;es &#224; l&#8217;organisation du r&#233;f&#233;rendum local sont &#224; la charge du responsable du projet.&#160;&#187;</p>",RUANR5L16S2023IDS26606,Rejeté,,,RN,CRSANR5L16S2023O1N092,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N092,"Au début de la section 4 du chapitre III du titre II du livre Ier du code de l’environnement, est ajouté un article L. 123‑19‑8 A ainsi rédigé :« Art. L. 123‑19‑8 A. – Il incombe aux communes, dont les citoyens ont pu se prononcer lors d’une participation publique effectuée en application du présent chapitre, d’organiser un référendum local sanctionnant l’autorisation du projet concerné. Lorsque les citoyens de communes différentes doivent se prononcer sur le même projet et qu’un rejet a été prononcé par les citoyens de l’une d’entre elles, il s’impose.« Sans préjudice de l’article L.O. 1112‑6 du code général des collectivités territoriales, le projet est suspendu jusqu’à ce que les citoyens de la commune aient pu se prononcer au cours d’un referendum local.« Par dérogation à l’article L.O. 1112‑5 du même code, les dépenses liées à l’organisation du référendum local sont à la charge du responsable du projet. »",
