uid,objet,type,date,seance,sort
VTANR5L16V359,"la motion de censure déposée en application de l'article 49, alinéa 3, de la Constitution par Mme Marine Le Pen et 89 membres de l'Assemblée.",scrutin public solennel,2022-10-24,RUANR5L16S2023IDS26458,rejeté
VTANR5L16V896,l'amendement n° 7 du Gouvernement au projet de loi relatif à l'accélération de la production d'énergies renouvelables (texte de la commission mixte paritaire).,scrutin public ordinaire,2023-01-31,RUANR5L16S2023IDS26757,adopté
VTANR5L16V729,l'amendement n° 894 de Mme Batho à l'article 11 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-09,RUANR5L16S2023IDS26608,rejeté
VTANR5L16V1325,l'amendement n° 9 de M. Tivoli à l'article 1er A de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,RUANR5L16S2023IDS26942,rejeté
VTANR5L16V283,l'amendement n° 3129 de la commission des finances et les amendements identiques suivants après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-13,RUANR5L16S2023IDS26393,rejeté
VTANR5L16V1603,l'amendement n° 1332 rect. de Mme Santiago à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-23,RUANR5L16S2023IDS27071,adopté
VTANR5L16V1119,l'ensemble de la proposition de loi visant à garantir le respect du droit à l'image des enfants (première lecture).,scrutin public ordinaire,2023-03-06,RUANR5L16S2023IDS26857,adopté
VTANR5L16V700,le sous-amendement n° 3114 de M. Fournier à l'amendement n° 2200 de M. Alfandari à l'article 3 (examen prioritaire) du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-08,RUANR5L16S2023IDS26604,rejeté
VTANR5L16V619,l'amendement n° 413 de la commission des affaires sociales à l'article premier du projet de loi de financement de la sécurité sociale pour 2023 (nouvelle lecture).,scrutin public ordinaire,2022-11-21,RUANR5L16S2023IDS26537,rejeté
VTANR5L16V304,l'amendement n° 3578 de M. Lefèvre après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-14,RUANR5L16S2023IDS26396,adopté
VTANR5L16V1102,l'amendement n° 165 de M. Pradal à l'article premier de la proposition de loi visant à mieux lutter contre la récidive (première lecture).,scrutin public ordinaire,2023-03-02,RUANR5L16S2023IDS26844,adopté
VTANR5L16V557,l'ensemble du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public solennel,2022-11-08,RUANR5L16S2023IDS26555,adopté
VTANR5L16V77,l'amendement de suppression n° 23 de Mme Battistel et les amendements identiques suivants à l'article 19 du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (première lecture).,scrutin public ordinaire,2022-07-21,RUANR5L16S2022IDS26212,rejeté
VTANR5L16V1554,l'amendement n° 411 (rect.) de Mme Couturier après l'article 15 de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-17,RUANR5L16S2023IDS27061,rejeté
VTANR5L16V432,l'amendement n° 894 de M. Davi à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Culture.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26420,adopté
VTANR5L16V519,l'amendement n° 414 de M. Mickaël Bouloux avant l'article 1 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-11-07,RUANR5L16S2023IDS26445,rejeté
VTANR5L16V217,l'article 2 du projet de loi portant mesures d'urgence relatives au fonctionnement du marché du travail en vue du plein emploi (première lecture).,scrutin public ordinaire,2022-10-05,RUANR5L16S2023IDS26381,adopté
VTANR5L16V486,"la motion de censure déposée en application de l'article 49, alinéa 3, de la Constitution par Mme Mathilde Panot et 74 membres de l'Assemblée.",scrutin public solennel,2022-10-31,RUANR5L16S2023IDS26424,rejeté
VTANR5L16V1805,l'amendement n° 233 de M. Cormier-Bouligeon à l'article premier de la proposition de loi visant à améliorer l'accès aux soins par l'engagement territorial des professionnels (première lecture).,scrutin public ordinaire,2023-06-13,RUANR5L16S2023IDS27240,rejeté
VTANR5L16V164,l'amendement n° 79 de Mme Louwagie avant l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,RUANR5L16S2022IDS26216,rejeté
VTANR5L16V645,l'amendement n° 96 de Mme Simonnet après l'article 5 de la proposition de loi visant à protéger les logements contre l'occupation illicite (première lecture).,scrutin public ordinaire,2022-11-29,RUANR5L16S2023IDS26560,rejeté
VTANR5L16V471,l'amendement n° 389 de M. Hajjar à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Outre-Mer.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26422,adopté
VTANR5L16V508,l'amendement n° 22 de Mme Louwagie et l'amendement identique suivant avant l'article 1 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-11-07,RUANR5L16S2023IDS26445,rejeté
VTANR5L16V1204,l'amendement n° 398 de Mme Belluco et l'amendement identique suivant à l'article premier du projet de loi relatif à l’accélération des procédures liées à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-15,RUANR5L16S2023IDS26882,rejeté
VTANR5L16V1285,l'article 13 du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public ordinaire,2023-03-23,RUANR5L16S2023IDS26891,adopté
VTANR5L16V1164,l'amendement n° 38 de M. Sitzenstuhl à l'article 1er C du projet de loi relatif à l'accélération des procédures lièes à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-13,RUANR5L16S2023IDS26878,rejeté
VTANR5L16V1328,l'article 1er B de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,RUANR5L16S2023IDS26942,adopté
VTANR5L16V958,l'amendement n° 14104 de M. Marchio à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-13,RUANR5L16S2023IDS26790,rejeté
VTANR5L16V1621,l'amendement n° 1079 de M. Saintoul à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-24,RUANR5L16S2023IDS27073,rejeté
VTANR5L16V1433,l'amendement n° 532 de Mme Piron après l'article 3 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,RUANR5L16S2023IDS27002,rejeté
VTANR5L16V1255,"l'ensemble de la proposition de loi visant à ouvrir le tiers financement à l'État, à ses établissements publics et aux collectivités territoriales pour favoriser les travaux de la rénovation énergétique (texte de la commission mixte paritaire).",scrutin public ordinaire,2023-03-22,RUANR5L16S2023IDS26888,adopté
VTANR5L16V1294,l'article 19 du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public ordinaire,2023-03-23,RUANR5L16S2023IDS26892,adopté
VTANR5L16V688,l'amendement n° 566 de Mme Mathilde Paris à l'article 3 (examen prioritaire) du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-07,RUANR5L16S2023IDS26602,rejeté
VTANR5L16V1105,l'article premier de la proposition de loi visant à mieux lutter contre la récidive (première lecture).,scrutin public ordinaire,2023-03-02,RUANR5L16S2023IDS26844,rejeté
VTANR5L16V487,"l'amendement n° 2271 de M. Jean-Philippe Tanguy à l'article 27 et État B du projet de loi de finances pour 2023 (première lecture) - Mission Écologie, développement et mobilités durables.",scrutin public ordinaire,2022-10-31,RUANR5L16S2023IDS26424,rejeté
VTANR5L16V712,l'amendement n° 867 de M. Jean-Louis Bricout à l'article 3 (examen prioritaire) du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-08,RUANR5L16S2023IDS26605,rejeté
VTANR5L16V740,l'amendement n° 1892 de M. Fournier à l'article 11 ter (supprimé) du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-09,RUANR5L16S2023IDS26608,rejeté
VTANR5L16V1435,l'amendement n° 959 de Mme Colombier après l'article 3 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,RUANR5L16S2023IDS27002,rejeté
VTANR5L16V1593,l'amendement n° 1331 de Mme Pic à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-23,RUANR5L16S2023IDS27070,rejeté
VTANR5L16V936,l'amendement n° 35 de M. Balanant et les amendements identiques suivants après l'article 2 de la proposition de loi visant à mieux protéger et accompagner les enfants victimes et co-victimes de violences intrafamiliales (première lecture).,scrutin public ordinaire,2023-02-09,RUANR5L16S2023IDS26786,adopté
VTANR5L16V739,l'amendement n° 2474 de Mme Guetté à l'article 11 ter (supprimé) du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-09,RUANR5L16S2023IDS26608,rejeté
VTANR5L16V544,l'amendement n° 502 de Mme Arrighi avant l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-11-08,RUANR5L16S2023IDS26555,rejeté
VTANR5L16V719,l'article 7 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-09,RUANR5L16S2023IDS26607,adopté
VTANR5L16V495,l'amendement n° 324 de M. Guiraud et l'amendement identique suivant avant l'article 1 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-11-07,RUANR5L16S2023IDS26444,rejeté
VTANR5L16V1741,l'article 31 du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-31,RUANR5L16S2023IDS27082,adopté
VTANR5L16V367,l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,RUANR5L16S2023IDS26461,adopté
VTANR5L16V489,"l'amendement n° 404 de M. Meurin à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Écologie, développement et mobilités durables.",scrutin public ordinaire,2022-10-31,RUANR5L16S2023IDS26424,rejeté
VTANR5L16V677,l'amendement n° 26 de M. Descoeur et les amendements identiques suivants après l'article 1er CBA du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-07,RUANR5L16S2023IDS26601,rejeté
VTANR5L16V1744,l'amendement de rédaction globale n° 1 de Mme Battistel et l'amendement identique suivant à l'article premier de la proposition de loi maintenant provisoirement un dispositif de plafonnement de revalorisation de la variation annuelle des indices locatifs (première lecture).,scrutin public ordinaire,2023-05-31,RUANR5L16S2023IDS27083,rejeté
VTANR5L16V488,"l'amendement n° 403 de M. Meurin à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Écologie, développement et mobilités durables.",scrutin public ordinaire,2022-10-31,RUANR5L16S2023IDS26424,rejeté
VTANR5L16V1807,l'amendement n° 619 de M. Dharréville à l'article premier de la proposition de loi visant à améliorer l'accès aux soins par l'engagement territorial des professionnels (première lecture).,scrutin public ordinaire,2023-06-13,RUANR5L16S2023IDS27240,rejeté
VTANR5L16V541,l'amendement n° 77 de Mme Sas avant l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-11-08,RUANR5L16S2023IDS26555,rejeté
VTANR5L16V1411,"la motion de rejet préalable, déposée par M. André Chassaigne, de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).",scrutin public ordinaire,2023-04-11,RUANR5L16S2023IDS26998,rejeté
VTANR5L16V1774,l'amendement de suppression n° 2 de Mme Mélin et les amendements identiques suivants à l'article premier du projet de loi d'approbation des comptes de la sécurité sociale pour l'année 2022 (première lecture).,scrutin public ordinaire,2023-06-06,RUANR5L16S2023IDS27159,rejeté
VTANR5L16V1399,l'amendement n° 63 de Mme Rousseau à l'article 2 de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,RUANR5L16S2023IDS26967,rejeté
VTANR5L16V166,l'amendement n° 553 de Mme Dufour après l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,RUANR5L16S2022IDS26216,rejeté
VTANR5L16V1059,l'amendement n° 3504 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
VTANR5L16V1746,l'amendement de rédaction globale n° 3 de Mme Battistel à l'article premier de la proposition de loi maintenant provisoirement un dispositif de plafonnement de revalorisation de la variation annuelle des indices locatifs (première lecture).,scrutin public ordinaire,2023-05-31,RUANR5L16S2023IDS27083,rejeté
VTANR5L16V1627,l'amendement n° 585 de Mme Guetté et l'amendement identique suivant à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-25,RUANR5L16S2023IDS27074,rejeté
VTANR5L16V1223,l'amendement n° 623 de Mme Trouvé à l'article 9 A du projet de loi relatif à l’accélération des procédures liées à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-16,RUANR5L16S2023IDS26893,rejeté
VTANR5L16V1565,l'article 33 (examen prioritaire) de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-17,RUANR5L16S2023IDS27061,adopté
VTANR5L16V108,l'amendement n° 615 de M. Coquerel après l'article 2 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-23,RUANR5L16S2022IDS26278,rejeté
VTANR5L16V410,l'amendement n° 1315 de M. Bernalicis à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Justice,scrutin public ordinaire,2022-10-27,RUANR5L16S2023IDS26418,rejeté
VTANR5L16V1717,l'article 14 du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-31,RUANR5L16S2023IDS27082,adopté
VTANR5L16V550,l'amendement n° 332 de Mme Maximi et l'amendement identique suivant avant l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-11-08,RUANR5L16S2023IDS26555,rejeté
VTANR5L16V181,l'ensemble du projet de loi de règlement du budget et d'approbation des comptes de l'année 2021 (nouvelle lecture).,scrutin public ordinaire,2022-07-27,RUANR5L16S2022IDS26217,adopté
VTANR5L16V187,l'ensemble du projet de loi de règlement du budget et d'approbation des comptes de l'année 2021 (lecture définitive).,scrutin public ordinaire,2022-08-03,RUANR5L16S2022IDS26237,rejeté
VTANR5L16V297,l'amendement n° 491 de Mme Blanc après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-14,RUANR5L16S2023IDS26395,rejeté
VTANR5L16V1598,l'amendement n° 576 de M. Lachaud et l'amendement identique suivant à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-23,RUANR5L16S2023IDS27071,rejeté
VTANR5L16V1120,l'amendement n° 69 de M. Peytavie à l'article premier de la proposition de loi relative à la prévention de l'exposition excessive des enfants aux écrans (première lecture).,scrutin public ordinaire,2023-03-06,RUANR5L16S2023IDS26858,rejeté
VTANR5L16V777,l'article 16 bis du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-13,RUANR5L16S2023IDS26619,adopté
VTANR5L16V1085,l'amendement n° 3482 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
VTANR5L16V19,l'amendement n° 684 de M. Catteau à l'article premier du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (première lecture).,scrutin public ordinaire,2022-07-18,RUANR5L16S2022IDS26205,rejeté
VTANR5L16V1707,l'amendement n° 1645 de M. Bourlanges à l'article 9 bis du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-30,RUANR5L16S2023IDS27081,rejeté
VTANR5L16V830,l'amendement de suppression n° 1 de M. Echaniz et les amendements identiques suivants à l'article unique de la proposition de loi visant à instituer dans les écoles et collèges publics le port d'une tenue uniforme aux couleurs de l'établissement scolaire (première lecture).,scrutin public ordinaire,2023-01-12,RUANR5L16S2023IDS26685,adopté
VTANR5L16V507,l'amendement n° 152 de M. Le Fur avant l'article 1 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-11-07,RUANR5L16S2023IDS26445,rejeté
VTANR5L16V981,l'amendement n° 3129 de Mme Maximi et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,RUANR5L16S2023IDS26795,rejeté
VTANR5L16V753,l'amendement n° 560 de Mme Mathilde Paris et l'amendement identique suivant à l'article 11 decies C du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-12,RUANR5L16S2023IDS26617,adopté
VTANR5L16V378,l'amendement n° 603 de M. Guedj après l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,RUANR5L16S2023IDS26461,rejeté
VTANR5L16V853,l'amendement n° 5 de M. Potier après l'article 3 de la proposition de loi visant à sécuriser l'approvisionnement des Français en produits de grande consommation (première lecture).,scrutin public ordinaire,2023-01-18,RUANR5L16S2023IDS26691,rejeté
VTANR5L16V1527,l'amendement n° 169 de M. Cordier après l'article 7 ter de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-15,RUANR5L16S2023IDS27058,rejeté
VTANR5L16V1467,le sous-amendement n° 62 de M. Sabatou à l'amendement n° 42 de M. Philippe Brun à l'article 2 de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (deuxième lecture).,scrutin public ordinaire,2023-05-04,RUANR5L16S2023IDS27023,rejeté
VTANR5L16V1531,l'article 8 de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-15,RUANR5L16S2023IDS27058,adopté
VTANR5L16V1777,l'ensemble du projet de loi d'approbation des comptes de la sécurité sociale pour l'année 2022 (première lecture).,scrutin public ordinaire,2023-06-06,RUANR5L16S2023IDS27159,rejeté
VTANR5L16V589,l'article 8 du projet de loi d'orientation et de programmation du ministère de l'intérieur (première lecture).,scrutin public ordinaire,2022-11-17,RUANR5L16S2023IDS26504,adopté
VTANR5L16V39,l'amendement n° 95 de M. Leseul après l'article 4 du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (première lecture).,scrutin public ordinaire,2022-07-20,RUANR5L16S2022IDS26208,rejeté
VTANR5L16V1714,l'amendement n° 1647 de Mme Lingemann à l'article 14 du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-30,RUANR5L16S2023IDS27081,adopté
VTANR5L16V1134,l'amendement n° 43 de M. Léaument à l'article 2 de la proposition de loi relative à la prévention de l'exposition excessive des enfants aux écrans (première lecture).,scrutin public ordinaire,2023-03-07,RUANR5L16S2023IDS26860,rejeté
VTANR5L16V1715,la demande de suspension de séance de Mme Trouvé (projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense) (première lecture).,scrutin public ordinaire,2023-05-31,RUANR5L16S2023IDS27082,rejeté
VTANR5L16V1478,l'amendement n° 35 de M. Lecamp à l'article 3 bis de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (deuxième lecture).,scrutin public ordinaire,2023-05-04,RUANR5L16S2023IDS27023,rejeté
VTANR5L16V1019,l'amendement n° 1808 de M. Tavel et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26802,rejeté
VTANR5L16V615,l'amendement n° 600 de Mme Colombier à l'article premier et rapport annexé du projet de loi d'orientation et de programmation du ministère de l'intérieur (première lecture).,scrutin public ordinaire,2022-11-18,RUANR5L16S2023IDS26551,rejeté
VTANR5L16V23,l'amendement n° 743 de M. Tanguy à l'article premier du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (première lecture).,scrutin public ordinaire,2022-07-18,RUANR5L16S2022IDS26205,rejeté
VTANR5L16V1383,l'amendement n° 9 de M. Jumel après l'article 3 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,RUANR5L16S2023IDS26967,rejeté
VTANR5L16V1513,l'article 3 de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-15,RUANR5L16S2023IDS27058,adopté
VTANR5L16V1226,l'amendement n° 93 de M. Saint-Huile après l'article 9 du projet de loi relatif à l’accélération des procédures liées à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-16,RUANR5L16S2023IDS26893,rejeté
VTANR5L16V726,l'amendement n° 233 de M. Fournier et l'amendement identique suivant à l'article 11 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-09,RUANR5L16S2023IDS26607,rejeté
VTANR5L16V1488,l'ensemble de la proposition de loi portant amélioration de l'accès aux soins par la confiance aux personnels de santé (texte de la commission mixte paritaire).,scrutin public ordinaire,2023-05-10,RUANR5L16S2023IDS27039,adopté
VTANR5L16V1012,l'amendement n° 4723 de Mme Etienne et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,RUANR5L16S2023IDS26797,rejeté
VTANR5L16V800,l'amendement de suppression n° 2526 de Mme Trouvé à l'article 16 nonies du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-15,RUANR5L16S2023IDS26640,rejeté
VTANR5L16V1037,l'amendement n° 3257 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
VTANR5L16V713,l'amendement n° 868 de M. Jean-Louis Bricout à l'article 3 (examen prioritaire) du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-08,RUANR5L16S2023IDS26605,rejeté
VTANR5L16V1231,l'amendement de suppression n° 22 de Mme Battistel et les amendements identiques suivants à l'article 13 du projet de loi relatif à l’accélération des procédures liées à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-16,RUANR5L16S2023IDS26894,rejeté
VTANR5L16V574,l'amendement n° 1036 de Mme Roullaud à l'article 6 du projet de loi d'orientation et de programmation du ministère de l'intérieur (première lecture).,scrutin public ordinaire,2022-11-15,RUANR5L16S2023IDS26501,rejeté
VTANR5L16V1359,l'amendement n° 93 de Mme Engrand à l'article 3 bis de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,RUANR5L16S2023IDS26945,rejeté
VTANR5L16V236,l'ensemble du projet de loi portant mesures d'urgence relatives au fonctionnement du marché de travail en vue du plein emploi (première lecture).,scrutin public solennel,2022-10-11,RUANR5L16S2023IDS26388,adopté
VTANR5L16V1626,"l'article unique du projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la Principauté d'Andorre relatif à l'exercice des activités professionnelles des membres de la famille du personnel diplomatique, consulaire, technique et administratif des missions officielles (première lecture).",scrutin public ordinaire,2023-05-25,RUANR5L16S2023IDS27074,adopté
VTANR5L16V939,l'amendement n° 1047 de M. Ruffin et les amendements identiques suivants à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,RUANR5L16S2023IDS26787,rejeté
VTANR5L16V474,l'amendement n° 1377 de Mme Le Pen à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Outre-Mer.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26422,rejeté
VTANR5L16V224,l'amendement n° 23 de M. Delautrette et les amendements identiques suivants à l'article premier de la proposition de loi visant à lutter contre les plastiques dangereux pour l'environnement et la santé (première lecture).,scrutin public ordinaire,2022-10-06,RUANR5L16S2023IDS26383,rejeté
VTANR5L16V386,l'amendement n° 1306 de Mme Fiat après l'article 34 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-26,RUANR5L16S2023IDS26462,adopté
VTANR5L16V110,l'amendement n° 346 de M. Nury et les amendements identiques suivants après l'article 3 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-23,RUANR5L16S2022IDS26278,rejeté
VTANR5L16V83,l'amendement n° 913 de M. Zulesi avant l'article premier du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-22,RUANR5L16S2022IDS26240,adopté
VTANR5L16V190,"la motion de rejet préalable, déposée par M. Boris Vallaud, du projet de loi de finances rectificative pour 2022 (texte de la commission mixte paritaire).",scrutin public ordinaire,2022-08-04,RUANR5L16S2022IDS26244,rejeté
VTANR5L16V26,l'amendement n° 611 de M. Dharréville à l'article premier du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (première lecture).,scrutin public ordinaire,2022-07-18,RUANR5L16S2022IDS26205,rejeté
VTANR5L16V278,l'amendement n° 646 de M. Naillet et les amendements identiques suivants après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-13,RUANR5L16S2023IDS26393,adopté
VTANR5L16V165,l'amendement n° 80 de Mme Louwagie avant l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,RUANR5L16S2022IDS26216,rejeté
VTANR5L16V1678,l'amendement n° 297 du Gouvernement à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-26,RUANR5L16S2023IDS27078,adopté
VTANR5L16V1189,l'amendement n° 468 de M. Portier à l'article 1er E du projet de loi relatif à l'accélération des procédures liées à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-14,RUANR5L16S2023IDS26880,adopté
